date,epsActual,epsEstimate,hour,quarter,revenueActual,revenueEstimate,symbol,year
2026-03-30,,,,1,,,HLEO,2026
2026-03-30,,,,4,,,OBA,2025
2026-03-30,,,,4,,,HCMA,2025
2026-03-30,-0.21,-0.204,bmo,4,9207000.0,10812000.0,SLNH,2025
2026-03-30,,,,4,,,PGNT,2025
2026-03-30,-0.22,,amc,4,0.0,,ATXI,2025
2026-03-30,,,,4,,,SJT,2025
2026-03-30,,,,4,,,OZ,2025
2026-03-30,,,,4,,,PW,2025
2026-03-30,-0.17,-0.1836,amc,4,0.0,0.0,DMAC,2025
2026-03-30,,,,4,,,PLSH,2025
2026-03-30,0.02,0.0727,amc,4,127067000.0,127883170.0,PHR,2026
2026-03-30,,,,4,,,TDAC,2025
2026-03-30,-0.75,-1.2852,amc,4,1882000.0,510000.0,ENSC,2025
2026-03-30,0.0,-1.53,amc,4,0.0,0.0,AKTX,2025
2026-03-30,,,amc,4,,,TLSS,2025
2026-03-30,,,,4,,,NA,2025
2026-03-30,,,,4,,,VCNX,2025
2026-03-30,-0.37,-0.4361,bmo,4,0.0,0.0,AURA,2025
2026-03-30,,,,1,,,BLZR,2026
2026-03-30,,,,4,,,SBLX,2025
2026-03-30,-0.476,-0.1258,bmo,4,1643000.0,0.0,USAR,2025
2026-03-30,-0.32,-0.7592,amc,4,0.0,0.0,JSPR,2025
2026-03-30,,-0.0306,bmo,4,58799000.0,65864460.0,CBAT,2025
2026-03-30,-0.21,-0.1428,amc,4,90606000.0,99497940.0,FTHM,2025
2026-03-30,,,,4,,,SVCC,2025
2026-03-30,-0.38,-0.0714,amc,4,,0.0,AIRJ,2025
2026-03-30,-0.14659,-0.1938,bmo,4,0.0,0.0,PDSB,2025
2026-03-31,-0.02,,amc,4,11680000.0,,JSDA,2025
2026-03-31,,,,4,,,CBDY,2025
2026-03-31,,,,4,,,VMCAF,2025
2026-03-31,-0.02,-0.0255,amc,4,33442000.0,35201903.0,AIRS,2025
2026-03-31,,,,4,,,FCRS,2025
2026-03-31,,,,4,,,HGTXU,2025
2026-03-31,,,,4,,,DSHK,2025
2026-03-31,-0.36,-2.4378,amc,4,3542640.0,3891300.0,CYCU,2025
2026-03-31,-0.518,-0.3468,amc,4,2275000.0,1887000.0,NWTG,2025
2026-03-31,,,,4,,,TDWD,2025
2026-03-31,-0.1,-0.0995,amc,4,334857000.0,341620440.0,SPWH,2026
2026-03-31,3.82,3.336,amc,4,2505100000.0,2460925266.0,PVH,2026
2026-03-31,-1.914,-1.4428,amc,4,0.0,3825.0,CNTB,2025
2026-03-31,,-0.0408,,4,,9460500.0,SOWG,2025
2026-03-31,-1.578,-0.3838,amc,4,4127000.0,5151000.0,DSS,2025
2026-03-31,,-7.2828,amc,4,,190740.0,LYRA,2025
2026-03-31,,,,4,,,TWAV,2025
2026-03-31,-0.35,-0.2856,amc,4,4525830.0,5753820.0,VENU,2025
2026-03-31,,,,4,,,GLTK,2025
2026-03-31,,,,4,,,BIXI,2025
2026-03-31,,,,4,,,TOON,2025
2026-03-31,,,,4,,,LIXT,2025
2026-03-31,-8.0,-12.24,amc,4,2000000.0,0.0,BCAB,2025
2026-03-31,,,,4,,,XXI,2025
2026-03-31,-0.5,-0.1387,bmo,4,0.0,0.0,OSTX,2025
2026-03-31,,,,4,,,IGAC,2025
2026-03-31,,,,4,,,AEI,2025
2026-03-31,-0.01,-0.0893,amc,4,814000.0,1320900.0,FEMY,2025
2026-03-31,,,,4,,,RBCN,2025
2026-03-31,-0.78,-0.6592,amc,4,0.0,0.0,TVRD,2025
2026-03-31,,0.2193,bmo,4,,4437000.0,CDZI,2025
2026-03-31,,,,4,,,GRML,2025
2026-03-31,-0.24,,bmo,4,12810000.0,,NXPL,2025
2026-03-31,,0.0612,amc,4,,5100000.0,AGPU,2025
2026-03-31,,,,4,,,YHNA,2025
2026-03-31,,,,4,,,CEP,2025
2026-03-31,-1.39,-1.2376,amc,4,0.0,0.0,FBRX,2025
2026-03-31,,-0.0204,amc,4,,7140000.0,KULR,2025
2026-03-31,,-0.408,amc,4,,1224000.0,AQMS,2025
2026-03-31,-0.28,-0.5712,amc,4,0.0,0.0,SNGX,2025
2026-03-31,,,amc,4,,,NVVE,2025
2026-03-31,,,,4,,,OMEX,2025
2026-03-31,,,,4,,,AREB,2025
2026-03-31,-10.15,-5.1918,amc,4,0.0,0.0,CNSP,2025
2026-03-31,-1.07,-1.0547,amc,4,30011000.0,26536320.0,SKLZ,2025
2026-03-31,,,,4,,,RDGL,2025
2026-03-31,,,,4,,,INFQ,2025
2026-03-31,,,,4,,,ADAC,2025
2026-03-31,,,,4,,,UAVS,2025
2026-03-31,,,,4,,,SHAZ,2025
2026-03-31,,,,4,,,WORX,2025
2026-03-31,0.98,-0.5814,amc,4,0.0,0.0,OMER,2025
2026-03-31,-1.07,-6.5994,amc,4,27999000.0,12444000.0,LNZA,2025
2026-03-31,,,amc,4,,,SIDU,2025
2026-03-31,,,,4,,,PLAG,2025
2026-03-31,,,,4,,,FFLO,2025
2026-03-31,,-0.0102,amc,4,,10812000.0,SCWO,2025
2026-03-31,,,,4,,,ACRG,2025
2026-03-31,,,,4,,,BESS,2025
2026-03-31,,,,4,,,ISRL,2025
2026-03-31,-0.01,0.1122,amc,4,16079000.0,26693400.0,FBIO,2025
2026-03-31,,,,4,,,RLBY,2025
2026-03-31,,,,4,,,HMBL,2025
2026-03-31,,,,4,,,TPHS,2025
2026-03-31,,,,4,,,FGMC,2025
2026-03-31,4.73,3.3399,bmo,1,17161198000.0,15746938845.0,SNX,2026
2026-03-31,0.14,-0.0612,amc,4,3789560.0,3672000.0,BCHT,2025
2026-03-31,,0.2723,bmo,4,,158477400.0,MGIC,2025
2026-03-31,,,,4,,,TKMO,2025
2026-03-31,-0.73,-0.3774,bmo,4,,,NTHI,2025
2026-03-31,,,,4,,,BNKK,2025
2026-03-31,-0.02,-0.0204,amc,4,1016700.0,2354160.0,TOMZ,2025
2026-03-31,,,,4,,,JFIN,2025
2026-03-31,,,,4,,,BCG,2025
2026-03-31,0.19,0.2127,amc,4,141370000.0,150728460.0,NCNO,2026
2026-03-31,0.0,-0.0051,bmo,4,27712000.0,31365000.0,XTNT,2025
2026-03-31,,,,4,,,BXLC,2025
2026-03-31,,,,4,,,JSDA,2026
2026-03-31,-0.06,-0.0357,amc,4,12699000.0,14853750.0,REKR,2025
2026-03-31,,,,4,,,FERAU,2025
2026-03-31,-0.35,-0.2958,amc,4,908860.0,912900.0,IDAI,2025
2026-03-31,,,,4,,,HENI,2025
2026-03-31,-0.48,-0.3884,amc,4,0.0,0.0,CNTA,2025
2026-03-31,-0.555,-0.8364,amc,4,0.0,0.0,INKT,2025
2026-03-31,,,,4,,,INIS,2025
2026-03-31,,,,4,,,DQWS,2025
2026-03-31,,,,4,,,NASO,2025
2026-03-31,,-0.202,,4,23082000.0,14847000.0,PED,2025
2026-03-31,0.0,,bmo,4,12480000.0,,SLSN,2025
2026-03-31,-1.45,-2.04,amc,4,,,TVGN,2025
2026-03-31,-1.99,-1.1975,bmo,4,0.0,0.0,IMNN,2025
2026-03-31,-158.21,-30.906,amc,4,4139000.0,8415000.0,TRNR,2025
2026-03-31,,,,4,,,ETX,2025
2026-03-31,-0.21,-0.3876,bmo,4,1025000.0,102000.0,CYCN,2025
2026-03-31,-0.15,-0.0102,amc,4,9108980.0,10200000.0,DUOT,2025
2026-03-31,,,,4,,,NNDM,2025
2026-03-31,-0.83,0.008,bmo,4,358554000.0,413462600.0,TE,2025
2026-03-31,,-0.663,,4,,1020000000.0,STSS,2025
2026-03-31,,,,4,,,THMG,2025
2026-03-31,-1.43,-1.1883,bmo,4,0.0,0.0,CVKD,2025
2026-03-31,,,,4,,,AMZE,2025
2026-03-31,-0.052,-0.0425,amc,4,447030.0,780473.0,VNRX,2025
2026-03-31,,,,4,,,BURU,2025
2026-03-31,,,,4,,,MAGE,2025
2026-03-31,,,,4,,,DOMH,2025
2026-03-31,,,,4,,,FECOF,2025
2026-03-31,-0.02,-0.1265,bmo,4,138410000.0,138528240.0,JILL,2026
2026-03-31,,-1.8054,bmo,4,,1428000.0,TONX,2025
2026-03-31,,,,4,,,SDSYA,2025
2026-03-31,,,,4,,,RSRV,2025
2026-03-31,-12.14,,bmo,4,2440000.0,,FRMM,2025
2026-03-31,-3.19,-0.8568,amc,4,395000.0,0.0,HCWB,2025
2026-03-31,,,,2,,,PHOE,2026
2026-03-31,-2.58,-0.051,amc,4,0.0,102000.0,STEX,2025
2026-03-31,,,,4,,,LIMN,2025
2026-03-31,-0.013,-0.0153,amc,4,2057980.0,2355690.0,MLSS,2025
2026-03-31,-0.93,-0.4794,bmo,4,73861000.0,73389000.0,KORE,2025
2026-03-31,,,,4,,,KEWL,2025
2026-03-31,-2.06,-9.0576,amc,4,9743000.0,3570000.0,WKHS,2025
2026-03-31,-0.19,-0.0714,bmo,4,1241000.0,2244000.0,BKYI,2025
2026-03-31,0.79,0.7854,bmo,3,11173200.0,13464000.0,TAYD,2026
2026-03-31,,-0.1054,bmo,4,,0.0,NRSN,2025
2026-03-31,,,,4,,,CNRD,2025
2026-03-31,,,,4,,,UCIX,2025
2026-03-31,,-0.0612,,4,,204000000.0,BICX,2025
2026-03-31,0.164,0.2193,amc,4,25910000.0,28784400.0,FTLF,2025
2026-03-31,-0.12,-0.0918,amc,4,2796000.0,3304800.0,NXGL,2025
2026-03-31,,,,4,,,IPDN,2025
2026-03-31,,,,4,,,COPL,2025
2026-03-31,,,,4,,,CREG,2025
2026-03-31,,-0.202,bmo,4,,53806740.0,RDI,2025
2026-03-31,,-0.1122,amc,4,,,VTAK,2025
2026-03-31,,,amc,4,,,MTNB,2025
2026-03-31,-0.03,0.0306,bmo,4,1396700.0,2040000.0,RMCO,2025
2026-03-31,,,,4,,,JWSMF,2025
2026-03-31,,,,4,,,IPCX,2025
2026-03-31,,,,4,,,IMII,2025
2026-03-31,,,,4,,,TACH,2025
2026-03-31,0.12,,bmo,4,12620000.0,,BOSC,2025
2026-03-31,,,,4,,,SAFX,2025
2026-03-31,-0.16,,amc,4,4010000.0,,BOF,2025
2026-03-31,-0.16,-0.1224,amc,4,337000.0,111690.0,SPAI,2025
2026-03-31,,,,4,,,INVU,2026
2026-03-31,,,,4,,,TACO,2025
2026-03-31,,-0.306,amc,4,,25500.0,BGMS,2025
2026-03-31,,,,4,,,VPRB,2025
2026-03-31,0.0,,amc,4,0.0,,LTUM,2025
2026-03-31,,,,4,,,LDSN,2025
2026-03-31,,-0.9078,amc,4,,0.0,APTO,2025
2026-03-31,,,,4,,,MDIA,2025
2026-03-31,-22.0,-8.976,amc,4,8408000.0,13635360.0,DRCT,2025
2026-03-31,-0.187,-0.2525,amc,3,6392000.0,6455920.0,DSS,2025
2026-03-31,,,,4,,,NNUP,2025
2026-03-31,,,,4,,,CCCX,2025
2026-03-31,,-0.0816,amc,4,,5530440.0,BRFH,2025
2026-03-31,,,,4,,,CLRO,2025
2026-03-31,,,,4,,,OPTX,2025
2026-03-31,,0.0204,bmo,4,,40800000.0,SGRP,2025
2026-03-31,,,,4,,,BHAC,2025
2026-03-31,,,,4,,,CRAQ,2025
2026-03-31,,,,4,,,AMOD,2025
2026-03-31,,-0.5252,amc,4,,505000.0,AQB,2025
2026-03-31,,,,4,,,KWIK,2025
2026-03-31,-1.16,-0.0808,bmo,4,0.0,0.0,TBH,2025
2026-03-31,,,amc,4,,,SCND,2025
2026-03-31,,,,4,,,TORM,2025
2026-03-31,,,,4,,,TAVI,2025
2026-03-31,0.35,0.2848,amc,3,11279000000.0,11348819045.0,NKE,2026
2026-03-31,-0.002,0.0867,bmo,4,48278000.0,53244000.0,AIRO,2025
2026-03-31,,,,4,,,CVU,2025
2026-03-31,,,,4,,,NXTS,2025
2026-03-31,,,amc,4,,,GNLN,2025
2026-03-31,,-0.5712,bmo,4,,,EDBL,2025
2026-03-31,-0.8,-0.5202,amc,4,,,GLMD,2025
2026-03-31,,,,4,,,CYBL,2025
2026-03-31,,,,4,,,VYND,2025
2026-03-31,,,,4,,,ALBT,2025
2026-03-31,,,,4,,,IVFH,2025
2026-03-31,0.66,0.6004,bmo,1,1873900000.0,1804635781.0,MKC,2026
2026-03-31,,,,4,,,NHICU,2025
2026-03-31,,,,4,,,HLYK,2025
2026-03-31,-1.15,0.4046,amc,4,529600000.0,566987032.0,PLAY,2026
2026-03-31,-0.13,,amc,4,1790000.0,,CSAI,2025
2026-03-31,0.49,2.0629,bmo,4,2974485000.0,3163892670.0,CHA,2025
2026-03-31,,,,4,,,SCGX,2025
2026-03-31,0.51,0.0408,dmh,4,49578000.0,53897483.0,MRDN,2025
2026-03-31,,,,4,,,GEDC,2025
2026-03-31,-0.06,-0.306,amc,4,3671000.0,2473500.0,CLIR,2025
2026-03-31,,,bmo,4,,,TOYO,2025
2026-03-31,,,,4,,,QSEP,2025
2026-03-31,-1.07077,-0.9295,bmo,4,0.0,0.0,PVLA,2025
2026-03-31,,-0.204,amc,4,,3060000.0,SDEV,2025
2026-03-31,,,,4,,,SOAR,2025
2026-03-31,0.05,,,4,5200000.0,,ONVC,2025
2026-03-31,-0.2,-0.4386,amc,4,0.0,0.0,BCLI,2025
2026-03-31,-3.64,-3.672,amc,4,264000.0,128520.0,CODX,2025
2026-03-31,,-6.0078,amc,4,,0.0,DCOY,2025
2026-03-31,,,,4,,,PLMK,2025
2026-03-31,,,,4,,,QURT,2025
2026-03-31,-3.26,-1.2546,amc,4,0.0,0.0,NDRA,2025
2026-03-31,0.04,0.0204,bmo,4,88255000.0,88332000.0,ALTI,2025
2026-03-31,,,amc,4,,,MNTS,2025
2026-03-31,,,,4,,,RPMT,2025
2026-03-31,,,,4,,,USCTF,2025
2026-03-31,,,,4,,,CYTOF,2025
2026-03-31,-0.08,-0.102,bmo,4,0.0,0.0,GALT,2025
2026-03-31,,,,4,,,BDCO,2025
2026-03-31,-0.16,-0.102,amc,4,381270.0,776220.0,OSRH,2025
2026-03-31,,0.0505,amc,4,,10114645.0,FSI,2025
2026-03-31,,,,4,,,MCGA,2025
2026-03-31,-0.17,-0.1326,amc,4,0.0,0.0,HURA,2025
2026-03-31,,,,4,,,YIBO,2025
2026-03-31,,,,4,,,VASO,2025
2026-03-31,,,,4,,,INTJ,2025
2026-03-31,,-0.306,amc,4,,0.0,ZVSA,2025
2026-03-31,,,,4,,,IPSI,2025
2026-03-31,-0.12,-0.0714,bmo,4,16025000.0,20706000.0,LNSR,2025
2026-03-31,,,,4,,,CRTD,2025
2026-03-31,-0.14,-0.1836,amc,4,49750000.0,59945400.0,GENK,2025
2026-03-31,,,,4,,,NXTT,2025
2026-03-31,,,,4,,,BBLR,2025
2026-03-31,,,,4,,,AUID,2025
2026-03-31,,,bmo,4,,,CNTN,2025
2026-03-31,0.79,0.6124,bmo,4,87793000.0,89633928.0,TBRG,2025
2026-03-31,-1.98,-1.1424,amc,4,12639000.0,91708200.0,GOCO,2025
2026-03-31,,,,4,,,KLNG,2025
2026-03-31,-0.273,-0.5916,amc,4,129000.0,71400.0,FFAI,2025
2026-03-31,,,,4,,,SRG,2025
2026-03-31,,,amc,4,,,TCRT,2025
2026-03-31,,,bmo,4,,,IH,2025
2026-03-31,,,,4,,,ELLO,2025
2026-03-31,-0.07,-0.0544,amc,4,0.0,0.0,KAPA,2025
2026-03-31,-0.02,-0.0428,bmo,4,140688000.0,142605180.0,PRPL,2025
2026-03-31,,,amc,4,,,LAES,2025
2026-03-31,,,,4,,,PAYD,2025
2026-03-31,4.46,4.4193,bmo,2,611019000.0,610710023.0,FDS,2026
2026-03-31,,-0.6171,amc,4,2810850.0,3250403.0,BNZI,2025
2026-03-31,-0.33,-0.1326,amc,4,61589000.0,63820380.0,BYND,2025
2026-03-31,,,,4,,,EBFI,2025
2026-03-31,,,,4,,,XONI,2025
2026-03-31,,-0.0408,bmo,4,,0.0,MIRA,2025
2026-03-31,,,,4,,,YXT,2025
2026-03-31,,,,4,,,CEPV,2025
2026-03-31,,,bmo,4,,,ADTX,2025
2026-03-31,-0.39,-0.3162,amc,4,2359000.0,2766240.0,BLNE,2025
2026-03-31,,,,4,,,VYCO,2025
2026-03-31,-3.02,-2.3409,bmo,4,47679000.0,57421920.0,BIRD,2025
2026-03-31,,,amc,4,,,MDBH,2025
2026-03-31,,,,4,,,SUIC,2025
2026-03-31,,,bmo,4,,,SOGP,2025
2026-03-31,-0.09,0.0202,bmo,4,7728000.0,8867800.0,AMS,2025
2026-03-31,,,amc,4,,,AVX,2025
2026-03-31,-0.25,-0.0539,amc,4,50226000.0,64601475.0,KEEL,2025
2026-03-31,,-2.448,bmo,4,,13974000.0,MIGI,2025
2026-03-31,,,,4,,,VSEE,2025
2026-04-01,,-0.1938,amc,4,,0.0,ADAG,2025
2026-04-01,,,amc,4,,,AUMN,2025
2026-04-01,,-0.1212,amc,4,,5252000.0,AWH,2025
2026-04-01,-0.72,0.0102,bmo,4,6070000.0,11046600.0,SNYR,2025
2026-04-01,,,,3,,,BEGI,2025
2026-04-01,,,,2,,,HPF,2026
2026-04-01,,,,4,,,CAPC,2025
2026-04-01,,,,4,,,TOPS,2025
2026-04-01,1.53,2.2833,bmo,4,842623000.0,895306488.0,RH,2026
2026-04-01,,,,4,,,LIFD,2025
2026-04-01,-0.067,-0.0714,amc,4,22000.0,76500.0,JUNS,2025
2026-04-01,,,,2,,,DOGZ,2026
2026-04-01,0.72,0.6312,bmo,3,1564800000.0,1537672168.0,LW,2026
2026-04-01,,,,4,,,TGLO,2025
2026-04-01,1.25,1.2241,bmo,2,622505000.0,621072563.0,UNF,2026
2026-04-01,,,,4,,,HEWA,2025
2026-04-01,,,,4,,,ZEO,2025
2026-04-01,,,,4,,,XWEL,2025
2026-04-01,,,,4,,,NTIP,2025
2026-04-01,,1.414,amc,4,,1030164650.0,GES,2026
2026-04-01,,,,4,,,CBRRF,2025
2026-04-01,-0.12,-0.1414,bmo,4,1775000.0,2433090.0,OLB,2025
2026-04-01,0.39,0.4044,bmo,3,2787800000.0,2790406325.0,CAG,2026
2026-04-01,,,,4,,,PLMJF,2025
2026-04-01,,,bmo,4,,,ISPC,2025
2026-04-01,,,,4,,,RAFI,2025
2026-04-01,-0.066,-0.4794,bmo,4,2455000.0,2480640.0,GIPR,2025
2026-04-01,-0.04,-0.0533,bmo,1,0.0,0.0,NG,2026
2026-04-01,,,,2,,,HPI,2026
2026-04-01,,,,2,,,HPS,2026
2026-04-01,-0.24,-0.1428,bmo,3,206732000.0,205377448.0,TLRY,2026
2026-04-01,0.82,0.8446,bmo,2,917774000.0,941042250.0,MSM,2026
2026-04-01,,,,4,,,ONFO,2025
2026-04-01,,-0.051,,4,,1806930.0,USEG,2025
2026-04-01,,,,4,,,MGRX,2025
2026-04-01,,,,4,,,UOKA,2025
2026-04-01,,0.0071,,4,,3950460000.0,ASFH,2025
2026-04-01,-0.17,0.0258,amc,2,59647000.0,60468210.0,FC,2026
2026-04-01,0.52,0.431,amc,2,342999000.0,344696637.0,PENG,2026
2026-04-01,0.13,0.1734,amc,1,80340000.0,85637160.0,BSET,2026
2026-04-01,1.06,0.816,bmo,3,666951000.0,654820620.0,CALM,2026
2026-04-01,,,,4,,,TVTV,2025
2026-04-01,,,,4,,,ZDPY,2025
2026-04-01,,,,4,,,SHFS,2025
2026-04-01,,,,4,,,MLGO,2025
2026-04-02,,,,4,,,MCIC,2025
2026-04-02,,,,4,,,NIXX,2025
2026-04-02,,,,4,,,CRTAF,2025
2026-04-02,,,,4,,,APXIF,2025
2026-04-02,,-4.3452,amc,4,,4295220.0,JAGX,2025
2026-04-02,,,,4,,,DYNR,2025
2026-04-02,,,,4,,,CTHR,2025
2026-04-02,,,,4,,,HWNI,2025
2026-04-02,0.02,-0.1122,bmo,3,78423000.0,78302003.0,ANGO,2026
2026-04-02,,0.3257,,4,,7076024398.0,ZK,2025
2026-04-02,,,,4,,,NUMD,2025
2026-04-02,,,,4,,,RIME,2025
2026-04-02,1.15,1.7019,bmo,2,157715000.0,173105162.0,LNN,2026
2026-04-02,,,bmo,4,,,GORV,2025
2026-04-02,,,,2,,,NPFD,2026
2026-04-02,-0.72,-0.6333,bmo,4,0.0,0.0,PHVS,2025
2026-04-02,,,,4,,,NAMM,2025
2026-04-02,,,,2,,,JPI,2026
2026-04-02,,-0.493,amc,4,,6576450.0,VVOS,2025
2026-04-02,,-0.051,,2,,754440960.0,RDUS,2026
2026-04-02,,0.0153,,4,,141812605.0,CCG,2025
2026-04-02,,,,4,,,HGAS,2025
2026-04-02,,,,4,,,EUSP,2025
2026-04-02,,,,4,,,QH,2025
2026-04-02,,,,2,,,JQC,2026
2026-04-02,,,amc,4,,,HTOO,2025
2026-04-02,,-16.32,amc,4,,9996000.0,SONX,2025
2026-04-02,4.14,4.0387,bmo,2,1055700000.0,1093591468.0,AYI,2026
2026-04-02,,,,4,,,EAXR,2025
2026-04-02,,,,4,,,SSEA,2025
2026-04-02,,,,2,,,EACO,2026
2026-04-03,0.77,0.6324,dmh,4,86476000.0,86149200.0,RCMT,2025
2026-04-03,,,,4,,,GMER,2025
2026-04-03,,,,2,,,BLE,2026
2026-04-03,,,,2,,,MYN,2026
2026-04-03,,,,4,,,ZCMD,2025
2026-04-03,,,,2,,,DSY,2026
2026-04-03,,,,4,,,MKDW,2026
2026-04-03,,,,4,,,MCBK,2025
2026-04-03,,,,1,,,TCBC,2026
2026-04-03,-0.54,-0.2754,dmh,4,8577000.0,10200000.0,SBFM,2025
2026-04-06,,,,4,,,ATAO,2025
2026-04-06,,,,4,,,HBSI,2025
2026-04-06,,-2.754,,4,,1584060.0,BIAF,2025
2026-04-06,,-1.4688,amc,4,,,KALA,2025
2026-04-06,,,,4,,,WDRP,2025
2026-04-06,,,,4,,,ATVK,2025
2026-04-06,,,,4,,,CDT,2025
2026-04-06,,,,4,,,EP,2025
2026-04-06,,,,4,,,POLA,2025
2026-04-06,,,,4,,,CENN,2025
2026-04-06,,,,4,,,SMEV,2025
2026-04-06,,-2.3052,amc,4,,16321020.0,VERO,2025
2026-04-06,,,,4,,,TULP,2025
2026-04-06,,,,4,,,DXYN,2025
2026-04-06,,,,2,,,BFK,2026
2026-04-06,,,,4,,,INVU,2025
2026-04-06,,,,2,,,BNY,2026
2026-04-06,,,,4,,,MTEK,2025
2026-04-06,,,,2,,,MIY,2026
2026-04-06,,0.3859,,1,,127780500.0,MIAX,2026
2026-04-06,,,,2,,,MPA,2026
2026-04-06,,,,2,,,MQT,2026
2026-04-06,-0.89,-0.2306,amc,4,84216000.0,106641000.0,IQST,2025
2026-04-06,,,,2,,,MUC,2026
2026-04-06,,,,2,,,MYI,2026
2026-04-06,,,,2,,,MYD,2026
2026-04-06,,,,4,,,RHE,2025
2026-04-06,,0.5782,bmo,2,,39278198050.0,WBA,2026
2026-04-06,,,,2,,,MHD,2026
2026-04-06,,,,2,,,MUA,2026
2026-04-06,,,,2,,,MVT,2026
2026-04-06,,,,2,,,BTT,2026
2026-04-06,,,,4,,,CHKR,2025
2026-04-06,-0.02,,amc,4,46570000.0,,SMXT,2025
2026-04-06,,0.5304,bmo,4,,,SWKH,2025
2026-04-06,,,,4,,,MYND,2025
2026-04-07,,,,4,,,NNNN,2025
2026-04-07,-0.32,-0.4998,amc,4,1168000.0,1674840.0,XELB,2025
2026-04-07,-0.05,-0.0714,amc,3,10313000.0,11062410.0,AEHR,2026
2026-04-07,-0.29,-0.0556,amc,4,0.0,0.0,NBP,2025
2026-04-07,-0.14,-0.1598,amc,2,80018000.0,79140270.0,KRUS,2026
2026-04-07,,,,4,,,DBGI,2025
2026-04-07,,,,4,,,KXIN,2025
2026-04-07,,,,3,,,LDXC,2026
2026-04-07,,,,2,,,MUE,2026
2026-04-07,0.47,0.8316,amc,2,587500000.0,670308386.0,GBX,2026
2026-04-07,,,,4,,,MCDIF,2025
2026-04-07,0.42,0.3762,amc,1,1742500000.0,1680730795.0,LEVI,2026
2026-04-07,0.58,0.3502,amc,2,222461000.0,224627460.0,PXED,2026
2026-04-07,1.26,1.2995,amc,4,130653000.0,132753000.0,SKIL,2026
2026-04-07,,-0.1134,,1,,46430981.0,PACB,2027
2026-04-07,,,,4,,,PNBI,2025
2026-04-07,,,,2,,,IMTE,2026
2026-04-07,0.0,0.0,dmh,4,5345000.0,5120400.0,QMCI,2025
2026-04-07,,,,4,,,ACCR,2025
2026-04-07,,0.102,amc,4,,58140000.0,CMBM,2025
2026-04-08,-0.4,-0.1071,amc,3,126637000.0,78092872.0,APLD,2026
2026-04-08,,,,4,,,AMIH,2025
2026-04-08,0.57,0.3564,bmo,3,1607949000.0,1561637143.0,RPM,2026
2026-04-08,-6.95,,bmo,4,53050000.0,,BBGI,2025
2026-04-08,,,,4,,,VSTD,2025
2026-04-08,,,,1,,,GLCP,2026
2026-04-08,-0.09,-0.1077,amc,3,107930000.0,109282000.0,RGP,2026
2026-04-08,,,,4,,,BUDZ,2025
2026-04-08,,-2.856,,4,,3060000.0,RVYL,2025
2026-04-08,,,,4,,,MOBQ,2025
2026-04-08,-0.18,-0.0204,amc,4,18456000.0,20043000.0,GAME,2025
2026-04-08,,,,3,,,CIPI,2025
2026-04-08,,,,3,,,AXIL,2026
2026-04-08,0.05,,amc,2,5170000.0,,PCYO,2026
2026-04-08,-0.79,-0.7694,bmo,1,6252000.0,15992406.0,NRIX,2026
2026-04-08,,,,4,,,FIEE,2025
2026-04-08,,1.8002,bmo,1,,2914077381.0,HES,2026
2026-04-08,,-0.2244,,3,,31964760.0,LFCR,2026
2026-04-08,,,,3,,,CYDY,2026
2026-04-08,-0.73,-0.1275,amc,4,5629000.0,6581040.0,PPSI,2025
2026-04-08,1.62,1.5759,amc,2,1495528000.0,1504623420.0,PSMT,2026
2026-04-08,,,,4,,,ALCY,2025
2026-04-08,0.07,0.0459,amc,3,55472000.0,54187500.0,RELL,2026
2026-04-08,,,,4,,,EQS,2025
2026-04-08,,,,4,,,FOTB,2025
2026-04-08,1.9,1.7355,amc,4,1920200000.0,1900632140.0,STZ,2026
2026-04-08,,,,4,,,HSPT,2025
2026-04-08,,,,4,,,SPPL,2025
2026-04-08,,,,1,,,NXGL,2026
2026-04-08,,0.0544,amc,4,,44778000.0,CVAC,2025
2026-04-08,,,,4,,,VKSC,2025
2026-04-08,0.64,0.5783,bmo,1,14200000000.0,14152226928.0,DAL,2026
2026-04-08,,,,4,,,HBUV,2025
2026-04-09,0.01,0.0204,bmo,2,21996000.0,21522000.0,NTIC,2026
2026-04-09,,,,1,,,HIFS,2026
2026-04-09,1.5,1.4535,amc,2,161671000.0,157518600.0,WDFC,2026
2026-04-09,0.09,0.0587,bmo,3,211200000.0,208581840.0,NEOG,2026
2026-04-09,0.22,0.1995,amc,2,24291000.0,21881650.0,SLP,2026
2026-04-09,,,,1,,,ARTW,2026
2026-04-09,,,,4,,,MTBLY,2025
2026-04-09,,0.7663,,2,,176599485.0,WAFD,2026
2026-04-09,,,,1,,,BABB,2026
2026-04-09,0.45,0.4026,bmo,2,326013000.0,352506186.0,SMPL,2026
2026-04-09,,,,4,,,IXAQF,2025
2026-04-09,,,amc,4,,,EICCF,2025
2026-04-09,-0.29,-0.3838,amc,4,30469000.0,35852475.0,FGI,2025
2026-04-09,-0.07,-0.2015,amc,4,9049000.0,7851450.0,BEEM,2025
2026-04-09,,,,4,,,NIE,2026
2026-04-09,,,,1,,,PBNC,2026
2026-04-09,,,,4,,,AIO,2026
2026-04-09,-0.01,,,2,0.0,,WNDW,2026
2026-04-09,,-2.2746,,2,,1020000.0,VMAR,2026
2026-04-09,,,,4,,,YI,2025
2026-04-10,,0.2193,amc,4,,43882440.0,SNCR,2025
2026-04-10,,,,4,,,PGOL,2025
