date,epsActual,epsEstimate,hour,quarter,revenueActual,revenueEstimate,symbol,year
2026-03-19,-0.15,-0.153,bmo,4,-34000.0,118024.0,IFRX,2025
2026-03-19,0.4,0.788,bmo,4,462372000.0,485135665.0,LE,2026
2026-03-19,,,,4,,,STBI,2025
2026-03-19,-0.34,-0.4154,amc,4,9243000.0,9219780.0,ECOR,2025
2026-03-19,,-0.3736,amc,4,,0.0,VTYX,2025
2026-03-19,,,bmo,4,,,HTT,2025
2026-03-19,-0.5,-0.459,amc,4,1138000.0,3252984.0,CRIS,2025
2026-03-19,-0.24,-0.3162,bmo,4,0.0,0.0,CMMB,2025
2026-03-19,7.09,11.8754,bmo,3,284843000000.0,296506469727.0,BABA,2026
2026-03-19,0.23,0.1479,bmo,4,251893000.0,214883400.0,DLTH,2026
2026-03-19,-1.45,-0.7004,amc,4,22203000.0,22863636.0,NOTE,2025
2026-03-19,,-0.5304,amc,4,,3162000.0,AXDX,2025
2026-03-19,,,,4,,,ATEK,2025
2026-03-19,-2.11,-2.1185,amc,4,0.0,0.0,INBX,2025
2026-03-19,0.17,0.1275,amc,4,,19584000.0,AMNF,2025
2026-03-19,2.48,-0.663,amc,4,42469000.0,7571205.0,ASMB,2025
2026-03-19,-0.53,-0.5292,amc,4,0.0,0.0,SLDB,2025
2026-03-19,0.124,-0.1428,amc,4,8057000.0,8950755.0,SKYH,2025
2026-03-19,-0.03,-0.0408,amc,4,25109000.0,23460000.0,SNAL,2025
2026-03-19,-0.49,-0.2004,amc,4,0.0,0.0,ZURA,2025
2026-03-19,,,,4,,,MACI,2025
2026-03-19,-0.805,-0.3315,amc,2,253000.0,51000.0,KZIA,2026
2026-03-19,-0.09,,amc,4,13670000.0,,AWX,2025
2026-03-19,0.483,0.1989,bmo,4,17100000.0,16469430.0,BFRI,2025
2026-03-19,-0.01,0.0,amc,4,75715000.0,77214000.0,NLST,2025
2026-03-19,-1.2,-4.08,amc,4,1388000.0,1938000.0,MSAI,2025
2026-03-19,,,,4,,,TY,2025
2026-03-19,-0.12,-0.0762,amc,4,37821000.0,40825500.0,GRWG,2025
2026-03-19,,,,4,,,CHCI,2025
2026-03-19,,,,4,,,TAPM,2025
2026-03-19,0.17,0.1632,bmo,4,5799000.0,5952210.0,ACCS,2025
2026-03-19,-0.55,,bmo,4,151660000.0,,CATO,2025
2026-03-19,-1.07,0.3978,bmo,4,696000.0,6630000.0,SLGL,2025
2026-03-19,0.06,0.0505,bmo,4,21106000.0,14083440.0,TRC,2025
2026-03-19,,,,4,,,ALOY,2025
2026-03-19,-1.22,-1.0825,amc,4,60343000.0,51647995.0,GEMI,2025
2026-03-19,0.17,0.1377,dmh,4,662480000.0,658374300.0,AVAH,2025
2026-03-19,-1.43,-1.02,bmo,4,641834000.0,627853860.0,TITN,2026
2026-03-19,-0.25,-0.2227,amc,4,8000.0,0.0,GNLX,2025
2026-03-19,,0.2584,bmo,4,,148722120.0,CDNL,2025
2026-03-19,-0.36,-0.4074,bmo,4,695062000.0,686445823.0,CAL,2026
2026-03-19,-0.01,-0.0131,bmo,4,0.0,0.0,MREO,2025
2026-03-19,-0.29,-0.2305,amc,4,105349000.0,104766290.0,YSS,2025
2026-03-19,-0.73,-0.5171,bmo,4,0.0,0.0,LRMR,2025
2026-03-19,1.27,0.1442,bmo,4,94030000.0,170867340.0,SBDS,2025
2026-03-19,-0.17,-0.2193,bmo,4,968130.0,867000.0,NRXS,2025
2026-03-19,-0.17,-0.051,bmo,4,6247000.0,3909996.0,SATL,2025
2026-03-19,0.07,0.0202,amc,4,6635000.0,6254425.0,IDN,2025
2026-03-19,0.264,0.2499,bmo,4,175574000.0,157284000.0,TIGR,2025
2026-03-19,0.36,0.3662,bmo,4,14228000.0,14412600.0,LIEN,2025
2026-03-19,-0.29,-0.1428,amc,4,0.0,0.0,RLMD,2025
2026-03-19,-0.01,0.0204,amc,4,13030000.0,12138000.0,UAMY,2025
2026-03-19,-3.43,-3.3074,bmo,4,5231000.0,5148195.0,DRIO,2025
2026-03-19,-0.38,-0.3672,amc,4,1481000.0,1406070.0,TNON,2025
2026-03-19,-0.08,-0.1241,amc,4,236168000.0,234266286.0,CURV,2026
2026-03-19,-0.1,-0.2074,amc,4,0.0,0.0,ELDN,2025
2026-03-19,-0.32,-0.0731,bmo,4,44785000.0,54757975.0,LUNR,2025
2026-03-19,,-0.1061,bmo,4,,252500.0,LZM,2025
2026-03-19,-0.05,-0.0657,amc,4,0.0,,SLS,2025
2026-03-19,2.93,2.869,bmo,2,18044066000.0,18021325869.0,ACN,2026
2026-03-19,,,,4,,,RYM,2025
2026-03-19,0.133,0.2424,bmo,4,528371000.0,548803176.0,AEBI,2025
2026-03-19,-0.15,-0.3723,amc,3,329100000.0,337653150.0,SCHL,2026
2026-03-19,-0.52,-0.4756,bmo,4,0.0,169024.0,ACRV,2025
2026-03-19,0.0,-0.0486,amc,4,86822000.0,80883747.0,PL,2026
2026-03-19,0.06,0.0918,amc,4,21281000.0,20990580.0,ETON,2025
2026-03-19,-0.08,-0.0981,bmo,4,5485000.0,1926780.0,TSHA,2025
2026-03-19,2.7,-0.1088,amc,4,0.0,0.0,DMRA,2025
2026-03-19,,,,4,,,FSEA,2025
2026-03-19,2.95,2.9738,bmo,3,3345300000.0,3366309214.0,DRI,2026
2026-03-19,0.21,1.2438,bmo,4,45891000.0,59673396.0,TBPH,2025
2026-03-20,-0.08,-0.0829,amc,4,,0.0,PALI,2025
2026-03-20,-0.18,-0.1632,bmo,4,1546000.0,0.0,MIST,2025
2026-03-20,,,,4,,,STG,2025
2026-03-20,-0.57,-0.561,amc,4,290000.0,306000.0,SINT,2025
2026-03-20,0.21,0.1641,bmo,4,989267000.0,999871114.0,ZGN,2025
2026-03-20,,,,4,,,HZRBY,2025
2026-03-20,0.4,-0.3319,bmo,4,22253759000.0,22573977642.0,XPEV,2025
2026-03-20,,,bmo,4,,,WWR,2025
2026-03-20,-0.59,-0.0153,bmo,4,101657000.0,105694950.0,FUFU,2025
2026-03-20,-0.32,-0.255,amc,4,93000.0,306000.0,CTNT,2025
2026-03-20,-0.11,-0.1377,bmo,4,788000.0,617100.0,PHUN,2025
2026-03-21,,,,4,,,STSR,2025
2026-03-23,-0.09,-0.1326,bmo,4,0.0,0.0,MAIA,2025
2026-03-23,-0.14,-0.1082,amc,4,0.0,0.0,CNTX,2025
2026-03-23,,,,4,,,PRKR,2025
2026-03-23,-0.035,-0.0046,amc,4,2921000.0,3944373.0,MOB,2025
2026-03-23,-0.07,-0.0606,amc,4,0.0,0.0,GRO,2025
2026-03-23,,0.6018,bmo,4,74736000.0,73338000.0,CMCL,2025
2026-03-23,,-1.2104,amc,4,528000.0,674220.0,SRZN,2025
2026-03-23,-0.24,-0.1899,bmo,4,44900000.0,39422996.0,WRD,2025
2026-03-23,-0.81,-0.8494,amc,4,0.0,0.0,AARD,2025
2026-03-23,-0.03,-1.428,amc,4,7951000.0,8010060.0,BNGO,2025
2026-03-23,-0.004,0.0606,amc,4,17825000.0,18688030.0,LFT,2025
2026-03-23,-0.091,0.1122,amc,4,23895060.0,20547900.0,GTEC,2025
2026-03-23,,,,4,,,LITB,2025
2026-03-23,,,,4,,,MPU,2025
2026-03-23,,,,4,,,AZLCZ,2025
2026-03-23,,,,4,,,EVFM,2025
2026-03-23,,,amc,4,,,BNR,2025
2026-03-23,-5.83,-0.7776,bmo,4,746245000.0,702186360.0,BALY,2025
2026-03-23,-0.012,-0.0026,amc,4,983000.0,7675500.0,NRXP,2025
2026-03-23,,,,4,,,BATL,2025
2026-03-23,,,,4,,,CDAQF,2025
2026-03-23,-5.29,-4.4309,amc,4,11647000.0,8507514.0,STRO,2025
2026-03-23,,,,4,,,IRRX,2025
2026-03-23,,,,4,,,CPHC,2025
2026-03-23,,,,2,,,GMHS,2026
2026-03-23,0.002,0.0471,bmo,4,,,LAR,2025
2026-03-23,,,,4,,,CKX,2025
2026-03-23,,,,4,,,PVL,2025
2026-03-23,,,,4,,,AGLY,2025
2026-03-23,,,,4,,,NTWO,2025
2026-03-23,-1.13,-1.4933,bmo,4,0.0,0.0,AVTX,2025
2026-03-23,,-0.204,amc,4,,0.0,CYPH,2025
2026-03-23,,,,2,,,CLEV,2026
2026-03-23,-0.06,-0.0816,bmo,4,0.0,0.0,TLPH,2025
2026-03-23,,,,4,,,RGST,2025
2026-03-23,,-0.3264,amc,4,,56100.0,COCH,2025
2026-03-23,,1.229,,4,,737341076.0,AHL,2025
2026-03-23,,-0.3978,,4,,734400.0,ASNS,2025
2026-03-23,-0.4,-0.4741,bmo,4,0.0,0.0,CABA,2025
2026-03-23,,,,3,,,NCRA,2025
2026-03-23,-0.29,-0.3434,bmo,4,11038000.0,0.0,PYXS,2025
2026-03-23,,,,4,,,ABCP,2025
2026-03-23,-0.02,-0.0357,bmo,4,1051000.0,714000.0,ABUS,2025
2026-03-23,,,,4,,,HVII,2025
2026-03-23,,,,4,,,REEMF,2025
2026-03-23,,0.202,bmo,4,14569710.0,12019000.0,IDR,2025
2026-03-23,0.81,-1.6968,bmo,4,13686000.0,8039600.0,XLO,2025
2026-03-23,,,,4,,,BEAG,2025
2026-03-23,,,amc,4,,,AACG,2025
2026-03-24,,,,4,,,IPEX,2025
2026-03-24,,,,4,,,WVVI,2025
2026-03-24,,,,4,,,RNGT,2025
2026-03-24,-0.2,-0.1982,amc,4,650000.0,1122000.0,ABSI,2025
2026-03-24,,,,4,,,OAK PR A,2025
2026-03-24,-0.06,-0.1734,amc,4,0.0,0.0,BCDA,2025
2026-03-24,,0.2222,amc,4,,806148336.0,SCS,2026
2026-03-24,,,,4,,,GNRV,2025
2026-03-24,2.61,2.6979,bmo,1,2500391000.0,2541857850.0,CNXC,2026
2026-03-24,,,amc,4,,,NOAH,2025
2026-03-24,0.09,0.1122,bmo,4,27545820.0,27948000.0,SMTI,2025
2026-03-24,-0.41,-0.3672,amc,4,7480000.0,8140620.0,REED,2025
2026-03-24,0.1,0.1405,amc,4,205170000.0,202172404.0,BRZE,2026
2026-03-24,0.21,0.0408,amc,4,14820000.0,11589240.0,EPSN,2025
2026-03-24,,,,4,,,CAPN,2025
2026-03-24,-0.07,-0.1836,amc,4,0.0,0.0,GUTS,2025
2026-03-24,,,,4,,,YQ,2025
2026-03-24,-1.17,-1.2123,bmo,4,0.0,0.0,NGNE,2025
2026-03-24,-0.72,-0.7536,bmo,4,3078000.0,1426296.0,BIOA,2025
2026-03-24,0.83,0.6823,bmo,4,4227000000.0,4179475950.0,SFD,2025
2026-03-24,,,,4,,,TBTC,2025
2026-03-24,,,,4,,,POLE,2025
2026-03-24,-0.01,0.0204,amc,4,10080000.0,56304000.0,BSEM,2025
2026-03-24,,,,4,,,EFOI,2025
2026-03-24,,,bmo,4,,,ZEPP,2025
2026-03-24,0.49,0.3737,amc,4,1104300000.0,1481457900.0,GME,2026
2026-03-24,-0.28,-0.2769,bmo,4,0.0,0.0,ACHV,2025
2026-03-24,,,,4,,,FDSB,2025
2026-03-24,-0.26,-0.1326,amc,4,374000.0,329460.0,LODE,2025
2026-03-24,,1.5162,amc,4,,308200721.0,VRNT,2026
2026-03-24,,,,4,,,XNDA,2025
2026-03-24,-0.14,-0.0918,amc,4,1482000.0,2096610.0,INTZ,2025
2026-03-24,,,,4,,,ECTM,2025
2026-03-24,0.27,-0.2565,amc,4,0.0,0.0,BMEA,2025
2026-03-24,0.08,,bmo,4,16020000.0,,LEAT,2025
2026-03-24,,,,4,,,BPT,2025
2026-03-24,-0.1,0.0357,bmo,4,13777000.0,14273370.0,FENC,2025
2026-03-24,,,,4,,,VOC,2025
2026-03-24,,,,4,,,CRMZ,2025
2026-03-24,,,,4,,,DLTI,2024
2026-03-24,,,amc,4,,,AIXC,2025
2026-03-24,-1.03,-0.5763,amc,4,9441000.0,8856150.0,VELO,2025
2026-03-24,,,,4,,,TMXN,2025
2026-03-24,-0.07,0.0303,bmo,4,25080000.0,16044355.0,HMR,2025
2026-03-24,,,,4,,,HOUR,2025
2026-03-24,-0.422,-0.329,bmo,4,0.0,0.0,EVTL,2025
2026-03-24,0.56,0.5584,amc,1,1077011000.0,1108603946.0,KBH,2026
2026-03-24,-0.31,-0.0918,bmo,4,15715000.0,18054000.0,PESI,2025
2026-03-24,1.25,1.1644,amc,3,845100000.0,820662198.0,AIR,2026
2026-03-24,-1.16,-0.9906,bmo,4,1588000.0,1923893.0,LENZ,2025
2026-03-24,-1.102432,,bmo,4,304340134.0,,CMCM,2025
2026-03-24,-1.0,-0.4023,bmo,4,0.0,0.0,CMPS,2025
2026-03-24,0.02,-0.1292,amc,4,3849000.0,2981460.0,MDAI,2025
2026-03-24,1.11,1.1587,bmo,4,1000488000.0,1106853000.0,HSAI,2025
2026-03-24,,,,4,,,UTSI,2025
2026-03-24,0.98,0.9716,amc,3,378677000.0,352904302.0,WOR,2026
2026-03-24,,0.0707,,4,,115372300.0,GNE,2025
2026-03-24,0.99,0.6069,amc,4,14233000.0,14535000.0,MPTI,2025
2026-03-24,,-0.101,amc,4,,2525000.0,CUE,2025
2026-03-24,-0.17,-0.1863,amc,4,20869000.0,21468348.0,TELA,2025
2026-03-24,-0.03,-0.204,amc,4,23776000.0,22374720.0,BZAI,2025
2026-03-24,0.02,0.0204,amc,4,22755200.0,21974472.0,PAYS,2025
2026-03-24,,,,2,,,BRIA,2026
2026-03-24,-0.06,-0.0816,amc,4,7300000.0,9594324.0,MXCT,2025
2026-03-24,,,,4,,,BDCIU,2025
2026-03-24,,,,4,,,BMTM,2025
2026-03-24,,,,4,,,AASP,2025
2026-03-24,0.52,0.4231,bmo,4,1581000000.0,1614602311.0,CNM,2026
2026-03-24,,,,4,,,SCTH,2025
2026-03-24,1.590384,,bmo,4,164745072.0,,WILC,2025
2026-03-25,0.41,0.4093,amc,4,23063000000.0,22600435043.0,JBS,2025
2026-03-25,,-0.0408,amc,4,,65384917.0,KALV,2026
2026-03-25,0.57,0.5607,amc,1,770844000.0,789324807.0,FUL,2026
2026-03-25,-3.08,-1.1603,amc,4,0.0,0.0,ATOS,2025
2026-03-25,,,,4,,,TCBS,2025
2026-03-25,,,,4,,,PFSB,2025
2026-03-25,-6.57,-4.9254,bmo,4,,0.0,PMN,2025
2026-03-25,,,amc,4,,,XCUR,2025
2026-03-25,-0.04,-0.0618,amc,4,0.0,0.0,EQ,2025
2026-03-25,,,amc,4,,,COEP,2025
2026-03-25,-0.92,-0.8262,bmo,4,3040000.0,2040000.0,WATT,2025
2026-03-25,-0.3,-0.561,amc,4,0.0,0.0,SDST,2025
2026-03-25,-3.27,-0.2856,amc,4,1085000.0,754800.0,ARMP,2025
2026-03-25,,,,4,,,SCPQ,2025
2026-03-25,-0.65,-0.7279,bmo,4,0.0,0.0,MAZE,2025
2026-03-25,-1.59,-0.6834,bmo,4,0.0,1530000.0,KPRX,2025
2026-03-25,-0.07,-0.085,amc,4,4565000.0,8451383.0,PGEN,2025
2026-03-25,,,,2,,,RECT,2026
2026-03-25,,,,4,,,NIKA,2025
2026-03-25,-0.1,-0.102,amc,4,1504000.0,1387404.0,LUCD,2025
2026-03-25,,,,4,,,HWH,2025
2026-03-25,,-0.303,,4,,0.0,SER,2026
2026-03-25,-0.97,-1.0627,amc,4,0.0,0.0,CELC,2025
2026-03-25,0.11,0.1156,amc,4,134492000.0,135293412.0,KRMN,2025
2026-03-25,0.43,0.459,amc,3,926600000.0,960799200.0,MLKN,2026
2026-03-25,-0.09,-0.051,amc,4,9234000.0,9778403.0,CTSO,2025
2026-03-25,0.03,0.0612,amc,4,3158000.0,3188010.0,SELF,2025
2026-03-25,,,,4,,,XYF,2025
2026-03-25,0.42,-0.4896,bmo,4,918775000.0,890084640.0,DOYU,2025
2026-03-25,-0.28,-0.1591,amc,4,0.0,0.0,IMMX,2025
2026-03-25,,,,4,,,PGAC,2025
2026-03-25,-0.43,-1.0608,amc,4,122776000.0,124848000.0,NDLS,2025
2026-03-25,,,,4,,,GULTU,2025
2026-03-25,,-0.0918,amc,4,,19436100.0,MRAI,2025
2026-03-25,,,,1,,,SRXH,2026
2026-03-25,-0.3,-0.6341,bmo,4,2761387000.0,2821300768.0,KC,2025
2026-03-25,,,,4,,,CUB,2025
2026-03-25,,,,4,,,BDVB,2025
2026-03-25,,0.0,amc,4,15645840.0,15300000.0,DLPN,2025
2026-03-25,,,,4,,,EMYB,2025
2026-03-25,,,,4,,,BYNO,2025
2026-03-25,2.75,3.3456,bmo,4,3172228000.0,2961717900.0,BZUN,2025
2026-03-25,-0.09,-0.0135,amc,4,42322000.0,40680103.0,WYY,2025
2026-03-25,-0.127,-0.1212,dmh,4,172000.0,80800.0,NXL,2025
2026-03-25,,,,4,,,CRT,2025
2026-03-25,0.27,0.2412,bmo,2,657400000.0,633404562.0,WGO,2026
2026-03-25,,,,2,,,GLEI,2026
2026-03-25,-1.24,-0.3939,amc,4,4130000.0,4173320.0,CWD,2025
2026-03-25,-0.31,-0.4646,amc,4,0.0,0.0,SER,2025
2026-03-25,,,amc,4,,,BYSI,2025
2026-03-25,1.24,1.2622,bmo,3,2841444000.0,2877333636.0,CTAS,2026
2026-03-25,0.7,0.9656,amc,1,2017130000.0,2090498676.0,JEF,2026
2026-03-25,,,,4,,,BNRG,2025
2026-03-25,-0.1,-0.1133,amc,4,,,DC,2025
2026-03-25,,,,4,,,KANP,2025
2026-03-25,,,,4,,,TRON,2025
2026-03-25,0.02,0.0934,amc,4,11074000.0,11513394.0,MDV,2025
2026-03-25,,,,1,,,JVA,2026
2026-03-25,,,amc,4,,,TXMD,2025
2026-03-25,,,,4,,,SWAG,2025
2026-03-25,,-0.1632,amc,4,,0.0,THRD,2025
2026-03-25,,,,4,,,AXIN,2025
2026-03-25,,-0.612,amc,4,,15300000.0,LOCL,2025
2026-03-25,1.71,1.7056,bmo,3,1808900000.0,1826277156.0,PAYX,2026
2026-03-25,,,,4,,,WNHK,2025
2026-03-25,-0.22,-0.1301,bmo,4,18936000.0,18731626.0,EDAP,2025
2026-03-25,-0.058,-0.0459,amc,4,565530.0,1370370.0,DYAI,2025
2026-03-25,-7.85,-0.0306,bmo,4,0.0,0.0,ENLV,2025
2026-03-25,-0.04,-0.0102,amc,4,10848000.0,11188380.0,MCHX,2025
2026-03-25,-0.14,-0.4386,amc,4,960000.0,1224000.0,LUCY,2025
2026-03-25,,,bmo,4,,,VIOT,2025
2026-03-25,-0.93,-0.7014,bmo,4,460722000.0,449759285.0,SY,2025
2026-03-25,,,,4,,,FACT,2025
2026-03-25,,-0.6436,amc,4,,0.0,ATXS,2025
2026-03-25,-0.37,-0.3244,amc,4,0.0,0.0,NKTX,2025
2026-03-25,,,,4,,,UTGN,2025
2026-03-25,0.09,0.0911,bmo,4,3264700000.0,3355487880.0,CHWY,2026
2026-03-25,0.39,0.3978,amc,2,154807000.0,150756000.0,EPAC,2026
2026-03-25,,,,4,,,PMI,2025
2026-03-25,,,,4,,,CCII,2025
2026-03-25,17.69,20.9706,bmo,4,123912194000.0,125669403156.0,PDD,2025
2026-03-25,-0.08,-0.0485,dmh,4,30111000.0,28639050.0,ONDS,2025
2026-03-25,-0.21841,0.3942,bmo,4,96487000.0,94086503.0,KNOP,2025
2026-03-25,-0.046,-0.0587,amc,4,16079000.0,19240005.0,DERM,2025
2026-03-25,,,,4,,,RANG,2025
2026-03-25,,,,4,,,AATC,2025
2026-03-25,0.02,-0.1222,amc,4,177918000.0,165240469.0,NAVN,2026
2026-03-25,,0.0382,bmo,4,,116572109.0,WDH,2025
2026-03-25,,,,4,,,RSAU,2025
2026-03-25,,-2.5092,,4,,2305200.0,LGMK,2025
2026-03-25,0.27,0.4429,amc,3,769800000.0,909438500.0,WS,2026
2026-03-25,-0.01,-0.0101,amc,4,7508000.0,7346235.0,HIT,2025
2026-03-25,0.91684,-0.4794,bmo,4,,,KALV,2025
2026-03-25,,,,4,,,DTSQ,2025
2026-03-25,-0.83,-0.1564,amc,4,0.0,0.0,MDCX,2025
2026-03-25,-0.16,-0.2278,amc,4,758000.0,995183.0,GCTS,2025
