trial,min_confidence,max_daily_turnover,signal_cooldown_steps,blend_lookback,max_position_weight,vol_scale_target,vol_scale_floor,vol_scale_ceiling,objective,upgraded_sharpe_mean,upgraded_sharpe_std,upgraded_max_drawdown_mean,upgraded_avg_turnover_mean,baseline_sharpe_mean,blended_sharpe_mean,beat_baseline_rate,beat_blend_rate,trial_elapsed_seconds,stage_timings,prep_timings,cache_hits
1,0.65896813311011,0.2648298851181773,5,47,0.17825320436629485,0.058903005823654014,0.32834191059710593,1.2502450136938674,0.9752406007175194,0.7822303724748496,0.0,-0.1589062148320045,0.20548680952709167,0.7299610246136858,1.562027329379041,1.0,0.0,29.01850689999992,"{'split_preprocess': 0.016039299996919, 'split_tabular_train_backtest': 15.840503900002659, 'split_gru_train': 1.5024749000003794, 'split_backtest': 11.538550799999939}","{'data_loading': 8.600000001024455e-05, 'feature_engineering': 5.779999992228113e-05, 'walk_forward_split_build': 0.00045619999946211465}","{'raw': True, 'features': True, 'splits': True}"
2,0.48459068082239737,0.2686273595055372,3,60,0.34315953602419935,0.052024272597187345,0.23302425964819937,0.8590671052493437,0.3470354163809215,0.5176067638320936,0.0,-0.19320754759412317,0.18215606298232728,1.0229086736576842,1.315604342226815,0.0,0.0,27.04654560000199,"{'split_preprocess': 0.013567400001193164, 'split_tabular_train_backtest': 15.55688519999967, 'split_gru_train': 1.7536392000001797, 'split_backtest': 9.655869900001562}","{'data_loading': 0.0002906000008806586, 'feature_engineering': 0.0002220999995188322, 'walk_forward_split_build': 0.001250699999218341}","{'raw': True, 'features': True, 'splits': True}"
